Country,Began,Ended,Duration in Days,Dead,Displaced,Main cause,Severity *,Affected sq km,Magnitude (M)**,Longitude of Centroid X,Latitude of Centroid Y
New Zealand,25-Mar-05,26-Mar-05,2,0,0,Heavy rain,1,2455.69,3.691203537,173,-41.3731
Madagascar,24-Mar-05,26-Mar-05,3,0,900,Heavy rain,1,150.551,2.654804899,46.9769,-25.0057
Pakistan,20-Mar-05,24-Mar-05,5,20,3500,Heavy rain,1,75648.02,5.577767570,68.3724,29.5182
Poland,17-Mar-05,08-Apr-05,23,4,1000,Snowmelt,1,673469.24,7.190045601,21.6586,50.5111
Afghanistan,15-Mar-05,18-Mar-05,4,2,0,Heavy rain,1,89539.22,5.554073298,66.1149,36.4835
Zambia,01-Mar-05,01-Apr-05,32,0,300,Heavy rain,1,122632.43,6.593755312,31.1146,-10.5871
Iraq,13-Mar-05,25-Mar-05,13,0,0,Heavy rain,1,260716.36,6.530111636,46.294,32.9589
China,11-Mar-05,22-Mar-05,12,1,3000,Heavy rain,1,220943.44,6.423462358,78.8332,44.8319
Iran,11-Mar-05,12-Mar-05,2,3,3000,Heavy rain,1,23040.13,4.663514921,48.8491,33.7656
Algeria,06-Mar-05,09-Mar-05,4,3,0,Heavy rain,1,436815.44,6.242357972,3.95344,24.212
Madagascar,02-Mar-05,15-Mar-05,14,25,8300,Heavy rain,1,16367.39,5.360107467,48.2834,-17.7598
Afghanistan,05-Mar-05,05-Apr-05,32,26,5000,Heavy rain,1,275339.78,6.945018939,61.8546,30.7384
Pakistan,02-Mar-05,08-Mar-05,7,15,5000,Heavy rain,1,104031.03,5.862260938,66.9303,30.7184
Saudi Arabia,01-Mar-05,23-Mar-05,23,7,700,Heavy rain,1,488992.8,7.051030301,48.568,24.3928
Kazakhstan,24-Feb-05,23-Mar-05,28,0,30000,Dam Break,1,135417.73,6.578833561,66.9818,43.5954
Bolivia,19-Feb-05,22-Feb-05,4,0,0,Heavy rain,1,10544.88,4.625101633,-62.8697,-17.634
Indonesia,19-Feb-05,25-Feb-05,7,0,50000,Heavy rain,1,892.05,3.795487238,107.603,-6.95896
Greece,17-Feb-05,24-Mar-05,36,0,300,Heavy rain,2,7609.48,5.738687476,26.4187,41.4282
Columbia,11-Feb-05,26-Feb-05,16,95,70000,Heavy rain,1,43716.57,5.844766063,-72.9646,7.58834
Pakistan,09-Feb-05,16-Feb-05,8,300,40000,Heavy rain,1,123212.59,5.993745074,64.3806,26.1547
Venezuela,07-Feb-05,14-Feb-05,8,19,26000,Heavy rain,1,11963.02,4.980930816,-68.4074,10.7731
Australia,03-Feb-05,07-Feb-05,5,0,0,Heavy rain,1,35239.65,5.246001591,145.578,-38.1976
Brazil,01-Feb-05,11-Feb-05,11,9,9000,Heavy rain,1,56393.19,5.792619347,-45.999,-16.3459
Angola,27-Jan-05,28-Mar-05,61,0,10000,Heavy rain,1,118198.38,6.857941359,17.1667,-10.734
Madagascar,23-Jan-05,02-Feb-05,11,17,8000,Tropical cyclone,1,6747.27,4.870520774,44.5669,-25.0483
Brazil,29-Jan-05,31-Jan-05,3,10,0,Heavy rain,1,127862.24,5.583863563,-49.3471,-22.1329
Mozambique,25-Jan-05,09-Feb-05,16,0,0,Heavy rain,1,24295.58,5.589647254,35.7074,-18.154
Australia,26-Jan-05,28-Jan-05,3,0,0,Heavy rain,2,1121.74,3.828043457,144.201,-38.0823
Australia,23-Jan-05,28-Jan-05,6,2,0,Monsoonal rain,1,618243.19,6.569310592,143.4,-21.4038
